ID_Tiempo,Fecha,Anio,Mes,Nombre_Mes,Trimestre,Dia_Semana,Es_FinDeSemana
576,2025-07-18,2025,7,July,Q3,Friday,0
577,2025-07-20,2025,7,July,Q3,Sunday,1
578,2025-07-21,2025,7,July,Q3,Monday,0
579,2025-07-23,2025,7,July,Q3,Wednesday,0
580,2025-07-24,2025,7,July,Q3,Thursday,0
581,2025-07-25,2025,7,July,Q3,Friday,0
582,2025-07-27,2025,7,July,Q3,Sunday,1
583,2025-07-28,2025,7,July,Q3,Monday,0
584,2025-07-29,2025,7,July,Q3,Tuesday,0
585,2025-07-30,2025,7,July,Q3,Wednesday,0
586,2025-07-31,2025,7,July,Q3,Thursday,0
587,2025-08-02,2025,8,August,Q3,Saturday,1
588,2025-08-03,2025,8,August,Q3,Sunday,1
589,2025-08-04,2025,8,August,Q3,Monday,0
590,2025-08-05,2025,8,August,Q3,Tuesday,0
591,2025-08-09,2025,8,August,Q3,Saturday,1
592,2025-08-10,2025,8,August,Q3,Sunday,1
593,2025-08-12,2025,8,August,Q3,Tuesday,0
594,2025-08-14,2025,8,August,Q3,Thursday,0
595,2025-08-15,2025,8,August,Q3,Friday,0
596,2025-08-16,2025,8,August,Q3,Saturday,1
597,2025-08-17,2025,8,August,Q3,Sunday,1
598,2025-08-19,2025,8,August,Q3,Tuesday,0
599,2025-08-20,2025,8,August,Q3,Wednesday,0
600,2025-08-21,2025,8,August,Q3,Thursday,0
601,2025-08-25,2025,8,August,Q3,Monday,0
602,2025-08-26,2025,8,August,Q3,Tuesday,0
603,2025-08-27,2025,8,August,Q3,Wednesday,0
604,2025-08-30,2025,8,August,Q3,Saturday,1
605,2025-08-31,2025,8,August,Q3,Sunday,1
606,2025-09-02,2025,9,September,Q3,Tuesday,0
607,2025-09-03,2025,9,September,Q3,Wednesday,0
608,2025-09-05,2025,9,September,Q3,Friday,0
609,2025-09-07,2025,9,September,Q3,Sunday,1
610,2025-09-12,2025,9,September,Q3,Friday,0
611,2025-09-13,2025,9,September,Q3,Saturday,1
612,2025-09-15,2025,9,September,Q3,Monday,0
613,2025-09-16,2025,9,September,Q3,Tuesday,0
614,2025-09-17,2025,9,September,Q3,Wednesday,0
615,2025-09-18,2025,9,September,Q3,Thursday,0
616,2025-09-19,2025,9,September,Q3,Friday,0
617,2025-09-21,2025,9,September,Q3,Sunday,1
618,2025-09-22,2025,9,September,Q3,Monday,0
619,2025-09-23,2025,9,September,Q3,Tuesday,0
620,2025-09-25,2025,9,September,Q3,Thursday,0
621,2025-09-26,2025,9,September,Q3,Friday,0
622,2025-09-27,2025,9,September,Q3,Saturday,1
623,2025-09-29,2025,9,September,Q3,Monday,0
624,2025-09-30,2025,9,September,Q3,Tuesday,0
625,2025-10-02,2025,10,October,Q4,Thursday,0
626,2025-10-04,2025,10,October,Q4,Saturday,1
627,2025-10-07,2025,10,October,Q4,Tuesday,0
628,2025-10-08,2025,10,October,Q4,Wednesday,0
629,2025-10-09,2025,10,October,Q4,Thursday,0
630,2025-10-11,2025,10,October,Q4,Saturday,1
631,2025-10-14,2025,10,October,Q4,Tuesday,0
632,2025-10-16,2025,10,October,Q4,Thursday,0
633,2025-10-17,2025,10,October,Q4,Friday,0
634,2025-10-19,2025,10,October,Q4,Sunday,1
635,2025-10-21,2025,10,October,Q4,Tuesday,0
636,2025-10-22,2025,10,October,Q4,Wednesday,0
637,2025-10-24,2025,10,October,Q4,Friday,0
638,2025-10-25,2025,10,October,Q4,Saturday,1
639,2025-10-26,2025,10,October,Q4,Sunday,1
640,2025-10-30,2025,10,October,Q4,Thursday,0
641,2025-10-31,2025,10,October,Q4,Friday,0
642,2025-11-01,2025,11,November,Q4,Saturday,1
643,2025-11-02,2025,11,November,Q4,Sunday,1
644,2025-11-04,2025,11,November,Q4,Tuesday,0
645,2025-11-05,2025,11,November,Q4,Wednesday,0
646,2025-11-06,2025,11,November,Q4,Thursday,0
647,2025-11-08,2025,11,November,Q4,Saturday,1
648,2025-11-09,2025,11,November,Q4,Sunday,1
649,2025-11-12,2025,11,November,Q4,Wednesday,0
650,2025-11-13,2025,11,November,Q4,Thursday,0
651,2025-11-18,2025,11,November,Q4,Tuesday,0
652,2025-11-19,2025,11,November,Q4,Wednesday,0
653,2025-11-21,2025,11,November,Q4,Friday,0
654,2025-11-24,2025,11,November,Q4,Monday,0
655,2025-11-25,2025,11,November,Q4,Tuesday,0
656,2025-11-26,2025,11,November,Q4,Wednesday,0
657,2025-11-27,2025,11,November,Q4,Thursday,0
658,2025-11-28,2025,11,November,Q4,Friday,0
659,2025-11-30,2025,11,November,Q4,Sunday,1
660,2025-12-03,2025,12,December,Q4,Wednesday,0
661,2025-12-04,2025,12,December,Q4,Thursday,0
662,2025-12-06,2025,12,December,Q4,Saturday,1
663,2025-12-10,2025,12,December,Q4,Wednesday,0
664,2025-12-13,2025,12,December,Q4,Saturday,1
665,2025-12-16,2025,12,December,Q4,Tuesday,0
666,2025-12-19,2025,12,December,Q4,Friday,0
667,2025-12-22,2025,12,December,Q4,Monday,0
668,2025-12-23,2025,12,December,Q4,Tuesday,0
669,2025-12-26,2025,12,December,Q4,Friday,0
670,2025-12-27,2025,12,December,Q4,Saturday,1
671,2025-12-28,2025,12,December,Q4,Sunday,1
672,2025-12-29,2025,12,December,Q4,Monday,0
